#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-09T15:11:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dee63311dd8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:J/ApJ/784/170&tab:{J/ApJ/784/170/table4}&key:source=J/ApJ/784/170/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/784/170/table4
#-order=I
#-out=SDSS
#SDSS=DR9
#-out=RAJ2000
#-out=DEJ2000
#-out=rmag
#-out=g-r
#-out=HRV
#-out=Teff
#-out=[Fe/H]
#-out=logg
#-out=DMpeak
#-out=rMag
#-out=Dist
#-out=Rgc
#-out=pRGB
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17840170
#Name: J/ApJ/784/170
#Title: The SEGUE K giant survey. II. Distances of 6036 stars (Xue+, 2014)
#Coosys	G:	galactic
#Table	J_ApJ_784_170_table4:
#Name: J/ApJ/784/170/table4
#Title: List of 6036 K giants selected from SDSS DR9
#Column	_Glon	(F10.6)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	SDSS	(A3)	Display the photometric data from SDSS DR9 (cat. V/139)	[ucd=meta.ref.url]
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F6.3)	[13.8/19.6] Extinction-corrected r band magnitude (r_0_)	[ucd=phot.mag;em.opt.R]
#Column	g-r	(F6.3)	[0.5/1.3] The (g-r) color index after extinction correction (g-r)_0_	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	HRV	(F6.1)	[-506.5/419.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	Teff	(I4)	[4025/5691] Effective temperature (SSPP) (2)	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	[-3.6/0.32] Metallicity (SSPP) (2)	[ucd=phys.abund.Z]
#Column	logg	(F5.2)	[0.18/3.5] Log of the surface gravity (SSPP) (2)	[ucd=phys.gravity]
#Column	DMpeak	(F5.2)	[13.1/20.4] Distance modulus at peak of distance modulus likelihood (DM_peak_) (4)	[ucd=phot.mag.distMod]
#Column	rMag	(F5.2)	[-3.2/1.2] Absolute magnitude in r band (M_r_) (6)	[ucd=phys.magAbs]
#Column	Dist	(F6.2)	[4.2/120.3] Distance to Sun (d) (6)	[ucd=pos.distance;pos.heliocentric]
#Column	Rgc	(F6.2)	[4.79/125.1] Distance to Galactic center (r_GC_) (6)	[ucd=pos.distance]
#Column	pRGB	(F5.2)	[0.45/1] Chance of being clearly on the Red-Giant Branch (RGB), above the level of the Horizontal Branch (HB) (P_aboveHB_) (7)	[ucd=stat.fit.goodness]
#Column	Sloan	(a5)	Display the online SDSS data for the nearest object	[ucd=meta.ref.url]
#Column	SimbadName	(a27)	Simbad column added by the CDS	[ucd=meta.id]
_Glon;_Glat;SDSS;RAJ2000;DEJ2000;rmag;g-r;HRV;Teff;[Fe/H];logg;DMpeak;rMag;Dist;Rgc;pRGB;Sloan;SimbadName
062.998868;-45.797604;DR9;335.7415;-00.9174;16.244; 0.611;-370.0;5012;-1.84; 2.14;16.32;-0.07; 18.35; 17.55; 0.99;Sloan;SDSS J222257.95-005502.6
063.265392;-44.739633;DR9;335.0475;-00.0971;16.514; 0.678;-300.9;5050;-1.22; 2.27;16.53;-0.02; 20.26; 19.26; 0.95;Sloan;SDSS J222011.38-000549.6
064.297180;-44.687906;DR9;335.4810;+00.4965;17.963; 0.606;-125.2;5278;-1.37; 2.49;17.40; 0.57; 30.15; 28.71; 0.69;Sloan;SDSS J222155.43+002947.4
063.126832;-46.392739;DR9;336.2564;-01.2289;18.492; 0.548; -60.1;5034;-1.86; 2.46;17.54; 0.96; 32.16; 30.62; 0.60;Sloan;SDSS J222501.51-011344.3
063.121924;-45.268137;DR9;335.3889;-00.5131;16.808; 0.712;-113.8;4985;-1.18; 2.29;17.05;-0.24; 25.74; 24.40; 0.99;Sloan;SDSS J222133.31-003047.4
062.251089;-44.994311;DR9;334.7873;-00.8140;15.388; 0.619; -71.3;5020;-2.24; 2.02;15.95;-0.56; 15.46; 14.89; 1.00;Sloan;SDSS J221908.95-004850.6
064.674604;-43.849443;DR9;335.0211;+01.2479;16.194; 0.744;   4.6;4711;-3.28; 0.83;17.92;-1.72; 38.32; 36.65; 1.00;Sloan;SDSS J222005.04+011452.2
064.856211;-44.321053;DR9;335.4632;+01.0380;16.483; 0.608;  27.3;5026;-1.41; 2.20;15.97; 0.52; 15.61; 15.23; 0.77;Sloan;SDSS J222151.14+010216.8
057.042598;-39.367724;DR9;327.9759;-00.4677;17.396; 0.584; -69.5;5332;-2.38; 2.78;17.53;-0.13; 32.03; 29.57; 0.96;Sloan;SDSS J215154.21-002803.9
165.850845;-55.755588;DR9;035.3924;-00.5832;17.479; 0.634;-156.5;4824;-1.29; 1.75;17.07; 0.41; 25.98; 31.08; 0.78;Sloan;SDSS J022134.18-003459.5
164.452067;-56.639566;DR9;034.2400;-00.8262;17.352; 0.690;-155.2;4919;-1.13; 2.08;17.41;-0.06; 30.35; 35.24; 0.94;Sloan;SDSS J021657.61-004934.2
163.175237;-55.290958;DR9;034.4447;+00.6862;17.473; 0.629;-134.4;4951;-1.16; 2.11;16.91; 0.56; 24.09; 29.23; 0.54;Sloan;SDSS J021746.73+004110.5
183.385410;+39.854249;DR9;133.6343;+38.9859;17.021; 0.548; -52.1;5224;-2.40; 1.85;16.72; 0.30; 22.06; 28.66; 0.77;Sloan;SDSS J085432.24+385909.0
065.932346;+58.334834;DR9;227.9296;+39.9831;16.853; 0.564; -29.6;5252;-2.10; 2.59;16.51; 0.34; 20.04; 19.92; 0.85;Sloan;SDSS J151143.07+395858.8
178.711778;+57.163661;DR9;156.4858;+40.8835;16.980; 0.570; -83.9;5095;-2.25; 2.04;16.88; 0.10; 23.75; 28.88; 0.90;Sloan;SDSS J102556.59+405300.2
067.007941;+60.787263;DR9;224.6551;+39.8932;16.307; 0.845; -42.7;4618;-1.41; 1.61;17.78;-1.48; 36.01; 35.37; 1.00;Sloan;SDSS J145837.21+395335.4
058.047456;-38.230994;DR9;327.5163;+00.8339;16.998; 0.821; -52.0;4692;-2.04; 0.91;18.97;-1.97; 62.20; 59.32; 1.00;Sloan;SDSS J215003.89+005001.9
059.389785;-38.962316;DR9;328.7300;+01.2374;15.006; 1.023;  -4.1;4421;-0.32; 2.76;15.45;-0.44; 12.28; 11.71; 1.00;Sloan;2MASS J21545517+0114145
058.415920;-40.557722;DR9;329.5576;-00.3185;16.918; 0.769; -33.1;4741;-0.65; 3.26;16.94;-0.02; 24.46; 22.51; 0.67;Sloan;SDSS J215813.81-001906.5
062.878431;-43.305725;DR9;333.7662;+00.6042;17.401; 0.765;-127.1;4838;-1.19; 2.05;18.18;-0.78; 43.24; 41.28; 1.00;Sloan;SDSS J221503.89+003615.1
087.988410;-58.480276;DR9;355.4351;-00.4189;16.875; 0.623;-173.3;5058;-1.56; 2.14;16.72; 0.15; 22.08; 23.35; 0.96;Sloan;SDSS J234144.42-002508.1
089.716983;-57.731053;DR9;355.8531;+00.6859;17.238; 0.594;  -9.0;5122;-2.06; 0.89;17.35;-0.11; 29.54; 30.59; 0.99;Sloan;SDSS J234324.74+004109.0
100.947154;-59.796570;DR9;002.0017;+01.2084;16.128; 0.731;-118.2;4814;-1.06; 1.76;16.37;-0.24; 18.76; 21.09; 0.99;Sloan;SDSS J000800.41+011230.3
104.603618;-60.411271;DR9;003.9250;+01.1825;17.648; 0.714; -18.7;4868;-1.31; 2.09;18.08;-0.43; 41.24; 42.98; 0.99;Sloan;SDSS J001541.98+011056.7
109.529717;-63.442805;DR9;006.9100;-01.1920;15.847; 0.759;-157.2;4740;-1.28; 1.53;16.60;-0.75; 20.88; 23.45; 1.00;Sloan;SDSS J002738.39-011131.0
119.042786;-63.286260;DR9;011.1122;-00.4673;15.561; 0.572; 140.6;5217;-1.55; 2.21;14.69; 0.88;  8.65; 13.00; 0.54;Sloan;SDSS J004426.92-002802.4
117.888900;-62.342619;DR9;010.5209;+00.4375;16.335; 0.612;-223.6;5008;-1.97; 1.93;16.61;-0.27; 20.95; 23.99; 1.00;Sloan;SDSS J004205.01+002614.9
128.232264;-63.078828;DR9;015.2566;-00.3058;17.484; 0.715;  15.3;4735;-2.17; 1.36;18.87;-1.39; 59.44; 62.16; 1.00;Sloan;SDSS J010101.57-001820.9
131.006867;-62.907693;DR9;016.5274;-00.2662;17.281; 0.653;-169.9;4970;-1.21; 2.05;17.10; 0.18; 26.27; 29.66; 0.79;Sloan;SDSS J010606.56-001558.3
134.860225;-61.406359;DR9;018.5372;+00.9383;16.010; 0.712;-161.1;4803;-1.93; 1.34;17.27;-1.26; 28.48; 32.08; 1.00;Sloan;SDSS J011408.92+005617.8
140.340489;-62.461541;DR9;020.8110;-00.6697;15.667; 0.549; -78.0;5202;-1.92; 2.40;14.86; 0.81;  9.37; 14.33; 0.66;Sloan;SDSS J012314.64-004011.0
141.519074;-61.141243;DR9;021.7095;+00.4465;16.880; 0.561;-167.0;5236;-1.77; 2.40;16.16; 0.72; 17.04; 21.38; 0.71;Sloan;SDSS J012650.28+002647.3
145.161791;-61.602627;DR9;023.2253;-00.5335;16.795; 0.792;-172.8;4734;-0.74; 2.05;16.85;-0.06; 23.45; 27.57; 0.92;Sloan;SDSS J013254.08-003200.5
156.335773;-59.045904;DR9;029.3096;-00.5096;17.461; 0.699;-157.0;5054;-0.98; 1.99;17.36; 0.10; 29.60; 34.11; 0.77;Sloan;SDSS J015714.32-003034.5
155.882869;-57.580623;DR9;029.8155;+00.8860;16.763; 0.896;-151.0;4786;-0.35; 2.41;16.81;-0.05; 23.03; 27.83; 0.91;Sloan;SDSS J015915.71+005309.5
155.961971;-57.849995;DR9;029.7219;+00.6299;17.726; 0.609;-147.3;5238;-1.25; 2.62;17.10; 0.62; 26.31; 31.00; 0.51;Sloan;SDSS J015853.26+003747.4
163.281847;-57.534354;DR9;033.2015;-01.1822;16.304; 0.792;-215.8;4715;-1.28; 1.22;17.31;-1.00; 28.95; 33.76; 1.00;Sloan;SDSS J021248.37-011055.8
161.602722;-57.193135;DR9;032.6483;-00.3882;17.076; 0.623;-157.0;5091;-2.54; 2.06;17.74;-0.67; 35.40; 40.10; 1.00;Sloan;SDSS J021035.60-002317.5
164.656338;-54.264773;DR9;035.7374;+01.0207;17.355; 0.665;-139.3;4925;-1.31; 1.73;17.30; 0.05; 28.86; 34.01; 0.92;Sloan;SDSS J022256.99+010114.7
167.483186;-53.830863;DR9;037.3184;+00.3550;17.565; 1.005;-117.2;4616;-2.46; 1.28;20.40;-2.84;120.29;125.07; 1.00;Sloan;SDSS J022916.43+002118.2
172.424882;-51.448816;DR9;041.1439;+00.2101;16.959; 0.776;-124.6;4730;-0.77; 1.78;17.07;-0.11; 25.91; 31.48; 0.90;Sloan;SDSS J024434.55+001236.2
173.243256;-51.158948;DR9;041.7160;+00.0741;16.946; 0.752;-116.6;4763;-1.32; 1.68;17.68;-0.73; 34.32; 39.80; 1.00;Sloan;SDSS J024651.84+000426.7
175.770891;-49.672139;DR9;043.9070;+00.0169;16.720; 0.830;-144.6;4762;-0.54; 2.03;16.62; 0.10; 21.08; 26.95; 0.89;Sloan;SDSS J025537.69+000100.8
178.096656;-47.107639;DR9;046.8250;+00.6844;15.980; 1.214; -56.7;4103;-1.50; 0.55;18.77;-2.79; 56.71; 62.43; 1.00;Sloan;SDSS J030718.01+004103.4
053.796401;-33.842757;DR9;321.9511;+00.5344;16.376; 0.595;-184.1;5116;-2.67; 1.74;16.77;-0.39; 22.56; 19.90; 1.00;Sloan;SDSS J212748.23+003203.8
174.919788;-50.399890;DR9;043.0062;-00.1135;16.348; 0.546; 288.7;5289;-1.92; 2.68;15.65; 0.69; 13.52; 19.60; 0.71;Sloan;SDSS J025201.50-000648.6
052.201795;+52.774902;DR9;235.6156;+32.7357;16.802; 0.544; -95.5;5238;-2.80; 1.85;16.51; 0.29; 20.09; 18.66; 0.75;Sloan;SDSS J154227.70+324408.5
175.405045;-50.828045;DR9;042.9238;-00.6344;16.415; 0.672;-150.6;5042;-0.98; 1.93;16.04; 0.38; 16.14; 22.07; 0.61;Sloan;SDSS J025141.73-003803.6
175.477096;-50.677212;DR9;043.0626;-00.5598;15.057; 0.626; -49.8;5013;-2.05; 1.78;15.50;-0.44; 12.57; 18.68; 1.00;Sloan;SDSS J025215.03-003335.5
174.478450;-51.470415;DR9;042.0589;-00.6845;17.251; 0.622;  23.8;5050;-1.76; 1.80;17.34;-0.09; 29.36; 34.89; 0.99;Sloan;SDSS J024814.13-004104.3
174.517339;-50.893074;DR9;042.4789;-00.2876;15.632; 0.714;-166.0;4847;-1.94; 1.56;16.90;-1.27; 24.04; 29.72; 1.00;Sloan;SDSS J024954.94-001715.3
174.217425;-50.678285;DR9;042.4922;-00.0014;17.885; 0.611;-120.9;5024;-1.56; 1.89;17.55; 0.34; 32.33; 37.89; 0.92;Sloan;SDSS J024958.13-000005.2
174.375354;-51.389264;DR9;042.0693;-00.5815;18.363; 0.633; -80.4;4921;-2.39; 1.00;19.09;-0.73; 65.91; 71.15; 1.00;Sloan;SDSS J024816.64-003453.4
174.419574;-51.213530;DR9;042.2115;-00.4746;17.504; 0.700;-130.5;4911;-1.23; 2.04;17.75;-0.24; 35.46; 40.93; 0.99;Sloan;SDSS J024850.77-002828.5
174.040860;-50.881831;DR9;042.2706;-00.0706;18.110; 0.590;-122.9;5252;-1.48; 2.56;17.43; 0.68; 30.56; 36.12; 0.67;Sloan;SDSS J024904.95-000414.3
174.310803;-51.490876;DR9;041.9697;-00.6265;15.799; 1.139;-128.2;4177;-0.48; 1.57;16.91;-1.11; 24.14; 29.77; 1.00;Sloan;SDSS J024752.76-003735.3
173.077521;-51.508438;DR9;041.4014;-00.1100;17.238; 0.615;-152.9;5002;-1.23; 2.04;16.62; 0.61; 21.13; 26.82; 0.54;Sloan;SDSS J024536.34-000636.0
173.500920;-52.068036;DR9;041.2086;-00.6970;16.875; 0.545;-177.6;5233;-1.95; 2.24;16.13; 0.75; 16.82; 22.61; 0.66;Sloan;SDSS J024450.08-004149.1
172.435816;-52.288822;DR9;040.5804;-00.4129;17.374; 0.575;-160.9;5171;-2.23; 1.95;17.32; 0.06; 29.07; 34.51; 0.91;Sloan;SDSS J024219.31-002446.3
172.079527;-51.042254;DR9;041.2588;+00.6560;17.164; 0.621;  12.1;4972;-1.24; 2.15;16.64; 0.52; 21.31; 27.03; 0.61;Sloan;SDSS J024502.13+003921.6
172.768696;-51.411353;DR9;041.3268;+00.0922;15.573; 0.725;-126.6;5095;-2.22; 1.14;17.12;-1.55; 26.58; 32.15; 1.00;Sloan;SDSS J024518.44+000531.8
174.174155;-50.407347;DR9;042.6605;+00.2127;18.227; 0.631; -96.5;5200;-1.41; 2.13;17.95; 0.27; 38.98; 44.48; 0.87;Sloan;SDSS J025038.54+001245.4
174.017997;-50.363122;DR9;042.6194;+00.3136;18.192; 0.597;-159.5;5186;-1.36; 2.43;17.50; 0.69; 31.69; 37.28; 0.52;Sloan;SDSS J025028.65+001849.0
174.747781;-50.216832;DR9;043.0560;+00.0941;17.654; 0.726;-113.3;4959;-2.14; 1.39;19.18;-1.52; 68.48; 73.84; 1.00;Sloan;SDSS J025213.44+000538.8
173.691861;-49.576069;DR9;043.0116;+01.0275;16.796; 0.698;-145.8;4909;-1.46; 1.89;17.30;-0.50; 28.80; 34.50; 1.00;Sloan;SDSS J025202.78+010138.7
174.330399;-49.621261;DR9;043.2789;+00.7083;16.066; 1.105;-124.6;4381;-0.62; 1.24;17.24;-1.18; 28.10; 33.81; 1.00;Sloan;SDSS J025306.96+004230.0
086.403826;+63.011413;DR9;216.1735;+46.9599;17.492; 0.636;  40.5;5207;-1.35; 2.39;17.20; 0.29; 27.51; 28.43; 0.84;Sloan;SDSS J142441.62+465735.2
318.993670;+74.155623;DR9;197.2860;+11.8386;15.873; 0.915; -96.8;4828;-2.41; 0.21;18.44;-2.57; 48.87; 47.86; 1.00;Sloan;SDSS J130908.63+115018.9
010.680534;+60.191092;DR9;221.0594;+13.1864;14.989; 0.753; -68.8;5005;-0.84; 2.23;15.07;-0.08; 10.32;  9.48; 0.92;Sloan;SDSS J144414.22+131111.1
172.918829;+27.933097;DR9;115.9930;+45.9854;17.783; 0.538; 112.8;5291;-2.08; 2.19;17.04; 0.75; 25.55; 32.79; 0.64;Sloan;SDSS J074358.35+455907.2
238.212908;+64.810148;DR9;169.4333;+14.5280;17.707; 0.530;   1.2;5290;-2.02; 2.47;16.78; 0.92; 22.73; 25.73; 0.51;Sloan;SDSS J111744.00+143140.7
304.408105;+78.133541;DR9;193.1741;+15.2654;16.570; 0.846; -22.8;4891;-1.34; 1.19;17.97;-1.40; 39.24; 39.12; 1.00;Sloan;SDSS J125241.77+151555.3
338.095662;+66.557417;DR9;206.2180;+07.4058;17.158; 0.810; -51.5;5122;-0.74; 1.84;17.32;-0.17; 29.16; 27.24; 0.97;Sloan;SDSS J134452.31+072420.7
039.163124;+42.588745;DR9;245.1505;+22.3150;17.381; 0.525; -85.7;5229;-2.21; 2.26;16.55; 0.83; 20.40; 17.14; 0.50;Sloan;SDSS J162036.10+221853.7
109.761873;+25.408098;DR9;288.1851;+78.0712;15.770; 0.584;-178.6;5208;-1.78; 2.29;15.44; 0.33; 12.26; 16.56; 0.96;Sloan;SDSS J191244.24+780416.3
111.007945;+25.257617;DR9;290.1013;+79.1427;15.912; 0.712;-219.3;4986;-1.76; 1.94;16.92;-1.01; 24.24; 27.88; 1.00;Sloan;SDSS J192024.20+790833.5
111.141441;-25.251334;DR9;359.5853;+36.4018;15.139; 0.713; -71.9;4979;-2.17; 1.82;16.58;-1.44; 20.73; 24.53; 1.00;Sloan;SDSS J235820.45+362406.5
110.189823;-25.211713;DR9;358.5352;+36.2383;16.762; 0.623;-198.4;5140;-1.32; 2.43;16.38; 0.39; 18.85; 22.66; 0.75;Sloan;SDSS J235408.43+361417.9
109.884827;-25.284276;DR9;358.2261;+36.1001;16.002; 0.923; -60.4;4496;-2.78; 1.13;18.60;-2.60; 52.44; 55.43; 1.00;Sloan;SDSS J235254.24+360600.4
109.061048;-25.438175;DR9;357.3860;+35.7609;16.239; 0.647;-172.6;5062;-1.48; 2.05;16.25;-0.01; 17.78; 21.54; 0.98;Sloan;SDSS J234932.62+354539.6
109.699987;-24.308147;DR9;357.7179;+37.0025;15.519; 0.685; -63.4;4936;-2.10; 1.47;16.70;-1.18; 21.90; 25.52; 1.00;Sloan;SDSS J235052.28+370009.1
109.993010;-24.325711;DR9;358.0471;+37.0529;16.379; 0.610; -61.8;4988;-1.59; 2.06;16.11; 0.27; 16.70; 20.64; 0.95;Sloan;SDSS J235211.27+370310.6
110.757763;-24.297654;DR9;358.8868;+37.2493;16.338; 0.564;-340.7;5193;-2.07; 1.86;16.08; 0.26; 16.43; 20.47; 0.92;Sloan;SDSS J235532.85+371457.5
110.841099;-24.071184;DR9;358.9127;+37.4873;16.406; 0.644;-181.3;5072;-1.35; 2.07;16.24; 0.16; 17.72; 21.69; 0.92;Sloan;SDSS J235539.04+372914.4
109.211532;-22.229469;DR9;356.4753;+38.8899;15.105; 0.651;-372.8;4966;-1.51; 1.88;15.24;-0.13; 11.17; 15.59; 1.00;Sloan;SDSS J234554.05+385324.0
108.946553;-21.315784;DR9;355.8445;+39.7005;15.744; 0.779; -52.4;4831;-0.70; 3.22;15.83;-0.09; 14.67; 18.72; 0.86;Sloan;SDSS J234322.65+394202.1
110.305174;-20.673067;DR9;357.2185;+40.6597;16.701; 0.645;-293.6;4839;-1.50; 2.40;16.74;-0.04; 22.31; 26.03; 0.99;Sloan;SDSS J234852.44+403935.3
109.431678;-21.633585;DR9;356.5212;+39.5188;15.056; 0.663; -87.9;4685;-1.22; 1.62;14.92; 0.14;  9.64; 14.30; 0.93;Sloan;SDSS J234605.09+393107.8
109.403053;-18.515480;DR9;355.3470;+42.5086;16.041; 0.564;-126.3;5190;-1.90; 2.30;15.60; 0.44; 13.19; 17.45; 0.88;Sloan;SDSS J234123.28+423031.5
109.048710;-18.712222;DR9;354.9874;+42.2242;16.935; 0.539;-406.1;5386;-1.97; 2.57;16.14; 0.80; 16.89; 20.80; 0.58;Sloan;SDSS J233956.96+421327.1
108.857621;-17.719343;DR9;354.3564;+43.1206;15.684; 0.553;-249.1;5093;-2.06; 1.85;15.27; 0.41; 11.34; 15.76; 0.87;Sloan;SDSS J233725.53+430714.2
109.783262;-16.979441;DR9;355.2289;+44.0844;16.923; 0.693;-264.0;4771;-2.57; 0.57;18.30;-1.38; 45.69; 48.87; 1.00;Sloan;SDSS J234054.90+440504.1
111.001632;-15.883783;DR9;356.3930;+45.4567;16.151; 0.604;-329.0;5040;-1.36; 2.26;15.58; 0.57; 13.09; 17.54; 0.67;Sloan;SDSS J234534.30+452724.4
110.777792;-15.539148;DR9;355.9654;+45.7318;16.261; 0.795;-265.1;4724;-0.66; 3.12;16.46;-0.19; 19.55; 23.52; 0.92;Sloan;SDSS J234351.68+454354.6
109.869839;-15.750577;DR9;354.8503;+45.2863;16.786; 0.642;-380.1;5092;-1.54; 2.36;16.85;-0.06; 23.40; 27.09; 0.99;Sloan;SDSS J233924.04+451710.9
110.288431;-14.294397;DR9;354.8102;+46.7973;15.563; 0.619; -13.8;5040;-1.84; 1.76;15.79;-0.23; 14.41; 18.68; 1.00;Sloan;SDSS J233914.43+464750.7
061.421441;-27.026690;DR9;320.2399;+09.8437;16.543; 0.617;-100.1;4941;-1.89; 1.53;16.75;-0.21; 22.41; 20.33; 1.00;Sloan;SDSS J212057.55+095037.5
061.424911;-26.893049;DR9;320.1341;+09.9274;15.225; 0.641; -17.8;4983;-1.25; 2.19;14.93; 0.29;  9.70;  9.59; 0.84;Sloan;SDSS J212032.17+095538.5
059.927940;-25.884725;DR9;318.4988;+09.4621;15.477; 0.607;-103.3;5144;-1.39; 2.31;14.97; 0.51;  9.84;  9.48; 0.76;Sloan;SDSS J211359.70+092743.5
061.488417;-24.333896;DR9;318.0963;+11.5224;17.151; 0.737;-182.4;4767;-1.43; 1.56;17.96;-0.81; 39.02; 36.26; 1.00;Sloan;SDSS J211223.09+113120.6
061.745788;-24.818766;DR9;318.6348;+11.4158;15.652; 0.587; -99.5;5042;-2.36; 2.16;15.90;-0.24; 15.11; 13.73; 1.00;Sloan;SDSS J211432.31+112456.8
061.088730;-25.276524;DR9;318.6402;+10.6649;15.986; 0.655;-343.4;4918;-1.15; 2.11;15.71; 0.27; 13.89; 12.64; 0.76;Sloan;SDSS J211433.63+103953.6
061.137379;-25.499739;DR9;318.8484;+10.5655;15.093; 0.624;-347.7;5024;-1.93; 2.14;15.48;-0.39; 12.47; 11.52; 1.00;Sloan;SDSS J211523.60+103355.9
062.300821;-25.308117;DR9;319.3432;+11.5170;15.475; 0.671;-231.0;5024;-1.24; 1.95;15.49;-0.02; 12.55; 11.71; 0.97;Sloan;SDSS J211722.35+113101.4
062.249029;-26.364921;DR9;320.1660;+10.8333;18.080; 0.544;-124.4;5368;-2.01; 2.56;17.38; 0.70; 29.97; 27.60; 0.68;Sloan;SDSS J212039.82+104959.8
080.070016;-39.280902;DR9;340.2236;+12.4897;16.199; 0.609;-486.4;5165;-2.25; 2.17;16.64;-0.44; 21.30; 21.73; 1.00;Sloan;SDSS J224053.66+122922.6
081.482934;-37.477651;DR9;339.9829;+14.5929;16.133; 0.539;-248.8;5281;-2.61; 1.99;15.78; 0.35; 14.35; 15.59; 0.70;Sloan;SDSS J223955.87+143534.3
081.839890;-38.650339;DR9;340.9462;+13.8299;16.553; 0.586; -70.5;5198;-1.58; 2.27;15.96; 0.59; 15.55; 16.68; 0.76;Sloan;SDSS J224347.07+134947.5
082.174490;-38.741536;DR9;341.2177;+13.9138;16.927; 0.574;-210.2;5133;-2.02; 1.71;16.73; 0.20; 22.14; 22.72; 0.94;Sloan;SDSS J224452.23+135449.8
100.189614;-45.440672;DR9;356.5862;+14.5372;16.176; 0.651;-236.4;5000;-1.37; 1.64;16.03; 0.14; 16.09; 18.84; 0.92;Sloan;2MASS J23462069+1432137
097.494007;-44.336359;DR9;354.3278;+14.8433;18.104; 0.595;-223.2;5267;-2.44; 2.47;18.38;-0.28; 47.47; 48.87; 0.98;Sloan;SDSS J233718.66+145035.8
100.663996;-44.657546;DR9;356.6250;+15.3882;18.604; 0.574;  -3.1;5152;-1.67; 1.80;17.76; 0.84; 35.65; 37.55; 0.68;Sloan;SDSS J234630.00+152317.8
100.887694;-44.134132;DR9;356.5911;+15.9345;18.553; 0.530;-193.4;5446;-2.04; 2.38;17.53; 1.02; 32.03; 34.05; 0.49;Sloan;SDSS J234621.85+155604.2
120.197763;-47.442525;DR9;010.9419;+15.3885;16.838; 0.716;  -3.0;4762;-2.22; 1.42;18.31;-1.47; 45.97; 49.27; 1.00;Sloan;SDSS J004346.04+152318.7
143.686667;-47.041493;DR9;027.2395;+13.4991;15.319; 0.631;  74.0;5089;-1.26; 2.33;14.91; 0.40;  9.61; 15.52; 0.74;Sloan;SDSS J014857.48+132956.9
141.879340;-46.949411;DR9;026.0630;+13.9701;17.051; 0.621;  21.7;4953;-2.47; 1.56;17.70;-0.65; 34.64; 39.52; 1.00;Sloan;SDSS J014415.14+135812.4
141.997343;-47.626872;DR9;025.9337;+13.2996;15.489; 0.747;  -8.3;4953;-1.25; 2.19;16.14;-0.66; 16.94; 22.24; 1.00;Sloan;SDSS J014344.09+131758.6
141.366008;-45.933739;DR9;026.0229;+15.0449;15.046; 0.890;-148.4;4617;-2.34; 1.00;17.52;-2.47; 31.85; 36.82; 1.00;Sloan;SDSS J014405.48+150241.6
141.446259;-45.813578;DR9;026.1146;+15.1435;16.897; 0.649;-241.2;5016;-1.66; 1.93;17.05;-0.16; 25.75; 30.85; 0.99;Sloan;SDSS J014427.51+150836.8
141.649340;-46.122529;DR9;026.1602;+14.8067;17.112; 0.620;-222.6;4956;-2.69; 1.26;17.78;-0.67; 35.97; 40.87; 1.00;Sloan;SDSS J014438.43+144824.2
142.038649;-46.161860;DR9;026.4143;+14.6887;17.733; 0.550;-158.3;4923;-2.24; 1.60;17.39; 0.34; 30.06; 35.08; 0.85;Sloan;SDSS J014539.44+144119.5
144.069204;-45.704951;DR9;027.9486;+14.6751;16.737; 0.832;-129.2;4647;-2.32; 1.10;18.92;-2.19; 60.93; 65.79; 1.00;Sloan;SDSS J015147.66+144030.6
144.269110;-45.913445;DR9;028.0126;+14.4321;17.748; 0.533; -60.5;5243;-2.46; 2.54;17.24; 0.50; 28.12; 33.30; 0.61;Sloan;SDSS J015203.04+142555.7
068.956565;-50.003188;DR9;341.5358;-00.7384;17.213; 0.631;-167.6;4996;-1.55; 1.92;17.07; 0.15; 25.90; 25.28; 0.93;Sloan;SDSS J224608.58-004418.3
